GeneSymbol	D0-DC-n1	D0-DC-n2	D0-DP-n1	D0-DP-n2	D0-DP-n3	D4-DC-n1	D4-DC-n2	D4-DC-n3	D4-DP-n1	D4-DP-n2	D4-DP-n3	D7-DC-n1	D7-DC-n2	D7-DP-n1	D7-DP-n2	D7-DP-n3
Agbl1	27	36	14	0	3	19	0	0	10	3	0	2	7	0	0	0
Agbl2	18	10	0	26	0	0	0	0	0	0	0	30	42	0	0	0
Agbl3	62	81	182	54	98	46	13	16	101	43	41	27	68	59	69	89
Agbl5	328	358	760	938	789	191	312	226	923	548	553	252	362	850	1061	1359
Ager	1	11	0	0	5	0	9	8	1	0	5	0	8	0	1	0
Agfg1	2214	2328	3093	3195	2939	4822	3956	4918	6358	10999	10009	2404	3040	2879	3882	4766
Agfg2	1283	1020	3447	3770	3881	885	986	762	2237	1503	1073	1419	2317	4392	4693	6376
Aggf1	2336	2392	1221	2568	2419	1077	1459	1946	2602	2529	2027	1802	2697	1993	3282	4054
Agk	512	318	831	772	927	418	444	563	944	1044	969	365	503	960	991	1161
Agl	549	569	313	572	397	138	414	353	497	396	203	442	557	308	514	759
Agmat	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Agmo	109	64	0	10	15	710	946	803	47	4	39	295	378	4	4	14
Ago1	196	179	232	482	261	179	238	134	181	267	191	188	267	255	435	602
Ago2	2408	2761	1700	3710	2879	1369	2769	2179	2837	2885	3340	1808	2864	3032	3813	4958
Ago3	228	224	381	325	299	408	322	348	273	313	243	194	352	174	368	568
Ago4	524	425	12	18	16	188	459	313	31	8	10	395	334	8	2	0
Agpat1	838	687	411	631	493	343	968	496	412	475	561	962	1051	558	653	839
Agpat2	513	533	279	188	200	826	1331	1253	346	647	397	425	529	168	177	260
Agpat3	5153	5117	3697	4488	3585	2603	2703	3335	3799	4884	4651	6740	7971	4375	5244	6229
Agpat4	2404	2506	1007	1006	797	3398	3004	2843	861	823	801	1840	1971	1213	1052	1613
Agpat5	2407	2535	4307	4203	3657	2649	2097	1871	3457	4058	2682	2896	3233	3255	4098	5230
Agpat6	3690	3837	4032	3556	3442	2602	5082	3695	4378	4694	4111	3330	4596	3271	4070	5108
Agpat9	63	133	380	276	155	75	168	216	235	157	189	43	125	249	358	377
Agps	2592	2873	2718	1597	2118	1471	3118	2323	2702	2469	2407	1845	2807	1214	1846	2791
Agr2	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0
Agr3	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Agrn	108	78	33	65	19	74	283	174	48	134	105	80	124	16	24	30
Agrp	6	4	16	8	12	1	8	0	4	12	4	5	12	28	7	16
Agtpbp1	1012	1065	556	826	653	523	665	794	725	719	878	875	1035	563	779	861
Agtr1a	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Agtr2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
Agtrap	1901	1751	3983	5761	4758	3065	3070	2930	3054	1184	1153	1642	2809	4775	6444	8410
Agxt	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ahctf1	1034	1130	540	883	671	996	1277	1001	1361	1658	1524	1131	1533	533	956	1140
Ahcy	371	401	1404	751	698	521	545	508	925	1490	1093	461	573	877	863	832
Ahcyl1	4459	4196	3520	2841	3071	2689	3769	3549	3661	4798	3867	3215	4164	2493	2823	4447
Ahcyl2	3652	4254	1959	1683	1691	4595	9187	7582	2764	3505	3343	3534	3961	1250	1499	2489
Ahdc1	84	113	81	456	266	29	18	28	239	76	105	65	110	330	405	565
Ahi1	297	283	243	417	441	141	226	135	372	513	393	182	266	641	739	782
Ahnak	11683	12617	61	174	137	17673	26474	24765	2096	1759	2383	7928	8327	113	121	163
Ahr	8364	8082	592	497	480	2320	4200	3172	1423	2049	2200	6840	7718	301	439	798
Ahrr	48	20	0	0	4	66	46	0	0	0	0	14	28	0	0	0
Ahsa1	5144	5908	6817	8166	6764	6039	6161	5818	7024	10124	7266	7162	7480	6616	6770	8588
Ahsa2	423	556	697	723	616	639	527	440	632	821	683	660	513	542	646	815
AI118078	31	16	0	0	0	0	23	12	0	6	0	2	0	0	0	1
AI182371	0	0	12	0	2	0	17	16	22	15	4	3	16	2	14	16
AI197445	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
AI314180	1528	1715	695	966	1326	594	1883	2006	2154	2348	1886	1320	2148	1046	1422	1895
AI317395	0	6	0	0	0	0	0	0	0	0	4	0	0	0	4	0
AI413582	1221	1065	919	474	336	1808	1348	1430	439	726	721	1626	1312	417	433	591
AI427809	74	58	0	0	0	283	410	409	9	25	46	465	576	0	4	0
AI429214	49	14	32	104	57	16	0	52	28	0	2	14	36	28	52	161
AI450353	14	14	12	51	11	7	4	8	15	18	7	29	6	13	12	22
AI464131	8	0	30	0	0	18	0	22	0	1	26	6	6	18	0	8
AI467606	3847	3874	7507	6560	6204	5581	5640	5090	3819	3369	3554	3548	4458	6522	7105	9390
AI504432	205	263	294	595	407	81	81	48	218	115	56	178	216	555	473	731
AI506816	165	190	50	178	155	133	171	168	236	362	278	170	191	96	113	127
AI507597	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0
AI593442	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
AI597479	698	720	830	703	631	415	458	690	845	1268	822	555	699	701	695	805
AI606473	0	4	0	0	0	72	0	21	0	0	0	6	4	0	0	1
AI607873	3251	3297	40	58	6	5922	8734	8538	199	119	73	5080	5493	8	4	20
AI646519	2	1	0	0	0	0	3	0	0	0	0	4	4	0	0	0
AI661453	0	6	0	1	1	10	1	0	0	0	13	12	0	0	1	1
AI662270	5622	5762	5519	3595	3441	4798	4317	3492	4069	5585	4297	4751	4640	3596	4144	4663
AI837181	866	816	1510	1591	1129	819	707	643	971	946	880	583	758	1366	1318	1873
AI839979	46	41	0	11	0	198	170	243	2	0	0	44	34	4	2	3
AI846148	509	407	1212	1380	1252	346	508	397	958	821	586	503	724	1369	1396	1991
AI847159	13	10	42	33	38	4	0	5	47	7	17	5	23	36	56	63
AI854517	8	8	0	0	0	92	141	51	0	0	0	4	19	0	0	0
AI854703	94	81	270	105	142	0	102	80	170	179	190	36	32	44	132	121
AI987944	1125	1134	484	609	713	528	643	622	523	628	559	1058	1042	651	764	1180
Aicda	0	2	2	0	0	0	0	0	0	0	0	0	3	0	0	0
Aida	445	509	581	441	462	731	860	678	516	692	708	622	668	371	446	558
Aif1	7926	7901	97	51	59	5342	5919	5247	128	89	109	14358	11463	64	66	85
Aif1l	62	16	15	6	0	74	0	46	17	0	34	10	32	0	4	10
Aifm1	1558	1281	2136	2119	1970	1244	1440	1372	1925	2729	2171	1817	2018	2013	2076	2335
Aifm2	86	60	7	2	0	421	786	709	56	28	59	216	287	14	0	4
Aifm3	4	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Aig1	441	440	441	433	419	337	424	263	362	540	388	374	505	468	487	654
Aim1	4656	4499	428	809	639	1980	3776	5147	3452	6256	6863	2428	2847	491	575	1274
Aim1l	20	23	20	20	10	55	14	30	29	82	135	21	31	21	51	22
Aim2	642	582	65	35	63	546	676	723	178	287	289	854	704	79	80	105
Aimp1	775	914	1435	1095	1146	1187	865	818	1152	1848	1382	1139	1062	1655	1473	1556
Aimp2	1215	1097	3004	1706	1847	1673	1403	1423	2065	4109	2948	1790	1814	1776	1978	1919
Aip	3728	3646	3502	2709	2875	4052	3978	3902	3067	5642	4800	3845	3968	3364	2931	3358
Aipl1	16	4	39	31	43	28	31	19	40	22	22	10	24	79	36	43
Aire	14	23	0	4	6	0	24	2	0	4	0	4	0	0	0	0
Airn	21	21	33	99	55	11	7	35	83	58	64	23	47	57	66	59
Ajap1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Ajuba	173	135	141	160	138	110	60	150	132	65	16	147	182	132	241	278
AK010878	281	280	1055	535	613	378	280	250	466	690	540	295	309	792	665	738
Ak1	0	0	0	0	0	65	44	47	18	34	24	16	12	0	6	2
Ak2	6653	6866	5688	4776	4263	4700	5043	4473	5097	8454	6698	6209	6555	4254	4458	5187
Ak3	2996	2923	4182	3759	4489	3331	4167	3345	4027	4127	3186	2879	4102	3853	4885	6682
Ak4	16	12	12	34	18	0	1	24	0	4	6	12	0	18	38	12
Ak5	4	0	0	0	0	0	39	0	0	0	0	1	0	24	0	2
Ak6	556	620	1303	812	844	746	666	683	719	1104	767	838	822	915	772	883
Ak7	2	3	2	0	1	0	0	2	12	0	8	0	2	1	4	0
Ak8	612	591	0	3	8	1266	1364	1022	29	55	52	274	235	0	0	4
Akap1	219	184	563	648	595	415	414	486	755	991	712	244	491	542	664	960
Akap10	1091	1142	769	1280	1140	860	966	1218	1090	1134	1083	1182	1506	854	1116	1746
Akap11	825	895	892	1086	1308	390	703	446	1448	1188	1015	783	1185	940	1544	1685
Akap12	414	484	106	1525	1413	80	155	157	1099	388	435	233	732	1429	2322	2896
Akap13	7561	7668	1003	7387	6089	5286	9641	8993	8341	6257	8519	5063	7695	4741	7814	10549
Akap14	0	0	20	1	0	0	2	0	8	2	0	0	2	2	6	0
Akap17b	97	142	78	138	105	101	101	142	131	77	50	85	156	141	146	114
Akap2	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	0
Akap3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	0
Akap4	0	0	1	0	0	20	0	0	0	0	6	0	0	0	0	0
Akap5	48	24	6	35	18	0	24	0	58	16	4	26	25	9	12	47
Akap6	2	10	0	0	1	18	0	7	31	14	31	2	6	0	6	0
Akap7	152	175	64	49	27	237	169	233	77	77	31	161	202	16	82	66
Akap8	1829	1746	1121	2455	2202	1414	1282	2170	2469	2513	2482	1554	2068	1598	2290	3000
Akap8l	1023	983	766	2258	1559	861	1206	925	1234	1013	913	1003	1455	1801	2348	2729
Akap9	1175	1207	159	1465	1011	845	1265	815	743	746	651	1393	1522	1277	1428	1608
Akip1	804	837	1503	1149	983	969	952	773	984	1533	1225	962	983	1122	1179	1264
Akirin1	4281	4254	5521	5381	4622	3594	4521	3798	4419	3735	3210	4263	4910	4837	6031	7804
Akirin2	1057	1056	2198	2294	1934	1294	1639	1280	1589	2119	1514	1003	1354	2172	1968	3276
Akna	8422	7581	751	4737	4089	3287	6418	6793	5183	5978	7096	5889	7064	3904	4519	6372
Aknad1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Akr1a1	30690	30664	25182	17955	16625	32826	34037	29632	15931	20277	15859	39794	40244	20023	21630	22578
Akr1b10	685	638	1039	1186	872	858	982	798	605	514	388	1180	1183	1019	985	1177
Akr1b3	12	16	20	5	14	19	24	24	9	20	20	17	15	19	16	11
Akr1b7	1	4	8	1	4	0	0	0	0	0	3	12	18	11	0	14
Akr1b8	78	72	3	1	0	137	207	228	14	16	14	99	48	6	4	0
Akr1c12	36	26	32	4	18	271	161	292	132	242	181	106	120	62	99	90
Akr1c13	305	368	751	335	286	1789	1346	1632	1154	1558	1616	670	828	633	571	1029
Akr1c14	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Akr1c18	36	242	35	0	0	129	78	41	5	24	81	86	64	0	2	14
Akr1c19	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0
Akr1e1	469	606	483	203	187	840	961	909	458	617	506	891	931	327	221	218
Akr7a5	1894	1786	1184	981	756	1482	1483	1117	820	1302	904	2628	2224	908	873	1039
Akt1	10561	10556	8753	10268	9330	11773	16147	13749	9709	12783	9605	11741	13982	8813	10659	13371
Akt1s1	365	395	596	624	431	421	611	396	391	493	244	406	580	396	449	752
Akt2	3295	3462	4696	5452	5093	3320	4248	3671	4642	5007	4456	2547	3676	4329	5621	7606
Akt3	265	273	208	72	82	304	451	286	61	136	133	188	233	57	81	98
Aktip	954	984	1310	1545	1323	825	1080	1028	1056	909	750	911	1172	1339	1733	2048
Alad	927	938	1961	773	864	1349	974	840	1439	2502	1666	1172	1324	995	918	1065
Alas1	3011	3072	1341	1352	1263	2168	3932	3458	1106	1722	1583	2908	3355	1291	1686	1763
Alas2	2	206	1307	43	26	10	0	0	1	2	3	12	53	15	11	28
Alcam	1213	1426	32	68	30	1252	1855	1507	38	42	39	1954	1836	0	8	49
Aldh16a1	2340	2157	3344	1519	1985	2541	2688	2519	1779	2162	1653	3023	3139	1972	2063	2404
Aldh18a1	3584	3780	2776	2186	2890	2168	3452	2763	4418	6804	5359	2905	4081	1880	2463	3291
Aldh1a1	4	0	0	0	0	0	0	74	0	5	35	0	28	0	2	0
Aldh1a2	338	185	0	0	0	5126	8486	6540	13	46	86	246	413	0	2	20
Aldh1a3	16	6	5	0	0	46	30	0	1	18	4	7	16	0	0	0
Aldh1a7	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Aldh1b1	1743	1981	841	853	706	847	846	994	896	1096	898	1293	1508	768	931	1397
Aldh1l1	113	61	135	131	119	42	265	308	120	75	50	268	393	68	184	277
Aldh1l2	22	29	0	0	0	0	0	26	0	0	0	22	30	0	0	0
Aldh2	5039	5282	1993	3217	2909	9097	11967	10848	2736	1948	1684	8020	8451	3072	3648	3255
Aldh3a1	0	0	0	6	0	0	0	0	0	0	0	8	8	0	0	1
Aldh3a2	2523	2379	1099	1504	1350	2091	3138	2410	1308	1301	1288	2484	2912	1034	1444	1950
Aldh3b1	2369	2534	294	177	184	3732	4684	3828	305	140	354	3067	3092	97	148	164
Aldh3b2	8	2	0	0	0	0	0	1	0	0	0	1	5	0	0	2
Aldh3b3	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
Aldh4a1	897	848	1163	1094	1408	375	759	799	978	896	1077	1009	1346	1030	1524	2216
Aldh5a1	8	5	19	7	10	0	23	21	17	18	18	4	7	12	6	4
Aldh6a1	623	665	588	530	612	454	779	557	559	537	385	767	914	422	605	696
Aldh7a1	936	732	2194	2667	2615	919	1362	1075	1489	1044	826	860	1336	2263	3120	3983
Aldh8a1	0	0	0	0	0	0	0	0	0	0	11	4	6	0	5	0
Aldh9a1	5132	5140	4165	3906	3938	5087	6681	4960	4524	5957	4733	5118	5765	3642	3663	4637
Aldoa	17991	18401	10765	8760	8042	25127	27478	23008	11417	16657	12906	18426	18986	6774	6982	9243
Aldoart1	7	3	2	2	0	8	9	0	2	2	2	0	6	0	2	4
Aldoart2	2	3	2	0	0	0	0	0	1	2	0	0	2	2	0	4
Aldob	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Aldoc	706	557	44	8	26	249	429	313	55	23	48	793	489	28	44	12
Alg1	975	926	977	755	620	933	1332	1135	768	760	805	1149	1233	569	873	930
Alg10b	217	168	572	431	397	156	134	98	250	133	142	169	233	315	433	551
Alg11	558	588	770	762	658	351	383	478	380	452	350	565	749	698	782	1214
Alg12	455	417	377	294	407	464	426	473	222	388	314	503	516	450	407	399
Alg13	271	265	750	434	460	396	292	248	390	329	244	301	283	408	426	543
Alg14	198	173	551	282	285	472	451	314	366	307	198	280	488	448	379	426
Alg2	1598	1574	1445	1416	1424	847	1184	869	1519	1506	1216	965	1263	1141	1508	2390
Alg3	962	1014	1140	936	922	1345	1321	1119	1095	1779	1304	1144	1232	854	1194	1272
Alg5	2148	2167	2524	2121	1721	3149	2996	2433	1901	2262	1825	2572	2713	2520	2170	2500
Alg6	287	315	384	192	114	312	257	348	220	421	269	401	359	225	226	280
Alg8	1408	1455	1851	1259	1227	1669	1707	1561	1369	2236	1636	2586	2486	1329	1250	1422
Alg9	1438	1271	1561	1136	1095	1098	1111	1422	1193	1364	1146	1208	1650	1005	1498	1702
Alk	0	6	6	0	0	7	2	4	0	1	3	3	2	2	3	3
Alkbh1	582	672	739	850	700	414	675	473	839	957	775	584	602	599	656	955
Alkbh2	149	129	215	130	157	128	118	145	120	231	150	137	165	125	108	153
Alkbh3	1060	1036	1448	1163	1205	1132	1275	1113	934	1359	1055	1007	1186	1359	1470	1675
Alkbh4	492	499	1293	1158	1170	465	412	386	837	1015	885	390	508	1337	1315	1587
Alkbh5	3193	3354	5018	6004	5214	2092	3707	2430	4934	5959	4720	2747	3903	4605	5425	7700
Alkbh6	1079	1145	1499	941	816	1085	852	784	738	1084	804	916	931	956	1013	911
Alkbh7	309	389	1044	570	491	755	394	361	377	570	407	421	497	660	705	837
Alkbh8	531	432	988	1299	1149	262	296	393	1046	1012	876	327	552	841	1214	1751
Alms1	137	135	70	212	223	104	117	45	187	119	78	159	146	240	202	224
Alms1-ps2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
Alox12	12	11	0	7	1	92	65	107	0	0	4	22	0	0	0	0
Alox12b	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
Alox12e	460	361	22	0	3	2	22	27	9	16	26	30	46	0	0	0
Alox15	11135	11599	161	69	33	47200	50358	40509	1256	1668	3332	7594	12254	148	166	110
Alox5	2035	2040	66	16	10	6335	9350	7908	242	233	442	1118	1736	0	11	2
Alox5ap	8744	9265	264	151	134	17309	14443	11698	201	249	420	10750	8678	124	170	151
Alox8	19	10	2	42	18	1	1	23	6	0	10	10	17	0	0	0
Aloxe3	9	22	6	0	0	3	18	54	0	0	0	28	48	0	0	0
Alpk1	231	411	74	32	41	115	337	402	44	0	32	312	400	6	14	35
Alpk2	108	100	12	0	0	55	97	57	12	0	20	115	134	0	2	0
Alpk3	0	0	2	0	3	6	0	20	10	0	11	2	2	12	15	3
Alpl	865	970	26	0	16	93	227	62	120	83	90	968	1100	34	18	16
Alppl2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Als2	2935	3232	1300	2009	1880	402	1149	1072	2395	1625	1505	1173	1790	1397	2259	3002
Als2cl	467	496	608	1062	918	90	450	287	809	1216	1344	401	449	217	409	643
Als2cr12	14	27	0	0	0	26	28	5	0	0	2	54	35	0	0	0
Alx3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
Alx4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alyref	7318	7647	19005	12567	11522	8502	7796	6266	12160	17089	12894	8970	9245	15450	14082	14291
Alyref2	393	347	227	289	200	121	172	138	177	113	164	223	238	212	288	342
Amacr	195	78	193	239	123	271	280	277	134	191	225	253	220	185	216	210
Ambp	0	0	0	0	0	20	54	52	0	0	0	3	14	0	0	0
Ambra1	1509	1355	493	1406	1360	624	1043	924	1375	1081	1293	1071	1815	738	1548	2476
Amdhd1	28	20	5	1	8	10	5	34	11	4	19	10	21	5	11	11
Amdhd2	1405	1297	907	736	558	1835	1693	1761	598	611	674	1875	1985	469	518	545
Amelx	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Amer1	345	270	385	897	623	217	154	83	368	302	239	159	361	711	716	880
Amer2	4	22	0	0	0	26	86	8	0	0	0	4	8	0	0	0
Amer3	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Amfr	11648	12409	6450	6083	5685	10476	13168	11506	7005	7293	7144	9070	10954	5059	6775	10412
Amh	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0
Amhr2	0	0	19	15	4	0	8	9	0	0	4	0	2	2	12	16
Amica1	8067	8849	329	340	213	1791	1541	1916	964	2338	2335	7394	5793	310	399	473
Amigo1	95	138	47	121	105	68	248	145	61	52	37	53	112	47	41	32
Amigo2	177	111	168	45	69	453	228	395	283	754	819	58	102	8	5	18
Amigo3	158	173	34	45	30	66	119	62	49	45	32	119	137	29	33	49
Ammecr1	181	232	331	410	409	271	270	236	539	308	332	178	231	439	439	753
Ammecr1l	1692	1468	1689	1511	1531	832	1275	1104	1461	1593	1694	1331	1671	1357	1607	2203
Amn	8	5	4	2	0	0	0	0	0	0	2	2	12	0	0	0
Amn1	304	292	417	217	252	391	287	269	197	146	153	262	288	236	258	356
Amot	33	12	1	2	20	1	36	0	9	2	7	32	9	8	18	13
Amotl1	19	26	0	3	0	0	0	5	0	19	0	33	46	22	18	20
Amotl2	36	16	0	0	0	2	58	66	0	0	4	8	60	0	6	8
Ampd1	93	71	498	443	472	60	111	80	344	500	551	32	95	656	518	707
Ampd2	1428	1499	967	1147	1103	1380	1672	1825	2095	2799	2178	1420	2012	769	1293	1273
Ampd3	903	837	81	31	97	673	949	799	146	302	208	968	1090	30	120	107
Amph	5	0	0	1	0	1	0	0	0	0	6	0	2	7	6	3
Amt	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	3
Amy1	2	6	0	0	9	26	0	12	2	0	0	0	11	16	4	10
Amz1	3881	4015	96	24	35	1252	2007	2079	54	80	79	4694	4885	2	27	26
Amz2	1226	1443	2491	1951	2126	1660	1519	1165	1276	1680	1166	1437	1475	1919	2442	2987
Anapc1	2967	3160	3964	3194	3865	1156	3064	2379	6258	6334	6564	2125	3833	2492	4089	5596
Anapc10	699	661	1740	740	746	952	738	767	647	873	607	808	814	941	1017	1022
Anapc11	1966	1818	3066	1669	1315	2655	2339	1750	1141	2020	1517	2419	2072	1774	1405	1934
Anapc13	977	901	1344	756	648	1357	1031	804	590	750	536	1219	911	967	756	993
Anapc15	998	922	1430	1058	1034	1211	844	872	1108	1550	1116	1231	1194	1276	1232	1164
Anapc16	1088	1063	2640	2368	2015	1458	1016	1003	1383	1806	1385	1306	1463	2700	2486	3056
Anapc2	4319	3927	5498	5121	4572	5226	5664	4739	4428	5496	4832	4861	5379	4209	5597	6653
Anapc4	1735	1584	3295	2212	2183	1853	1499	1657	2637	3545	2602	1555	2040	2121	2522	2966
Anapc5	14087	14631	42229	27177	28818	12292	14071	13765	28698	32846	25332	12915	17321	34746	36906	39682
Anapc7	1268	1131	2227	2032	2046	855	1031	926	1877	2248	1688	978	1267	2226	2635	2940
Ang	67	32	11	3	0	327	337	354	0	14	19	106	177	0	0	6
Ang2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Angel1	430	449	268	388	286	138	175	338	550	381	472	236	372	126	311	514
Angel2	2072	1817	2937	2497	2480	1862	1386	1762	2640	2901	2327	1985	2349	2419	3153	4013
Angpt1	132	76	178	284	402	6	5	78	325	115	72	44	144	320	579	696
Angpt2	15	30	6	35	12	34	5	0	51	23	1	29	43	46	104	21
Angpt4	40	16	1	1	1	0	0	0	5	0	0	4	0	2	10	0
Angptl1	7	2	10	5	17	52	4	11	19	10	5	4	10	13	16	34
Angptl2	541	428	1601	1746	2172	544	768	1030	2330	2798	1746	484	1154	2466	2653	3983
Angptl3	5	11	0	4	2	0	19	27	6	0	1	28	27	8	0	0
Angptl4	210	317	709	790	726	312	451	483	730	1239	842	555	727	722	702	677
Angptl6	62	75	374	159	193	57	76	78	115	307	144	66	83	155	142	209
Angptl7	365	285	1	2	0	0	112	90	1	2	35	285	282	0	0	1
Ank	929	647	55	97	37	3846	4718	3984	128	436	443	1162	1310	18	52	68
Ank1	17	3	0	0	0	0	0	63	0	0	4	9	18	0	0	0
Ank2	9	26	0	0	0	0	0	49	0	0	0	123	121	0	0	0
Ank3	15	7	0	3	0	4	1	19	0	0	0	12	32	1	0	2
Ankar	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Ankdd1b	29	33	26	15	21	23	31	32	12	12	40	12	26	31	11	35
Ankef1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankfn1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Ankfy1	2770	3105	1049	1424	1806	1818	2267	2489	2698	2310	2559	2326	3271	1034	1940	3250
Ankhd1	2057	1774	569	1618	1551	1194	1406	1895	1701	1703	1689	1438	2122	1247	2177	2709
Ankib1	1354	1390	390	1144	955	411	1336	1137	1122	960	1229	805	1300	793	807	1502
Ankle1	45	85	250	335	219	96	116	65	242	314	275	97	122	360	266	308
Ankle2	3290	3285	797	1854	1788	2622	2456	3291	2129	2490	2100	2194	3263	1318	1932	2967
Ankmy1	50	34	27	0	7	0	0	20	0	0	2	0	15	9	6	18
Ankmy2	1100	1013	800	798	931	547	717	751	911	1133	868	949	1053	1031	988	1479
Ankra2	421	396	392	338	302	466	542	389	388	517	297	428	455	343	342	438
Ankrd10	1811	1557	5679	5381	4190	1240	1611	1643	3902	5299	4319	1405	2104	3645	4839	5219
Ankrd11	3242	3078	665	5473	3978	2096	2227	2348	3238	2013	2208	3146	4498	4039	5051	5632
Ankrd12	741	727	148	631	427	523	456	551	449	405	522	912	870	476	637	801
Ankrd13a	15240	14823	4979	11195	10680	8352	14150	12449	11205	11336	10325	11553	14544	8326	12190	15818
Ankrd13b	60	56	73	77	95	149	202	243	124	259	195	71	119	61	86	67
Ankrd13c	1365	1519	1129	1268	1203	573	1381	1094	1282	1378	1237	1116	1564	779	1372	1915
Ankrd13d	103	111	362	560	406	188	159	154	377	140	109	239	262	238	482	509
Ankrd16	151	189	171	239	170	183	119	117	195	223	215	121	223	157	182	263
Ankrd17	947	842	201	1457	1235	933	1216	936	1325	1386	1320	987	1658	1346	1769	1948
Ankrd22	2	16	23	68	6	48	45	0	5	0	4	2	2	30	43	53
Ankrd23	12	12	15	94	69	22	33	4	41	44	20	27	59	22	41	77
Ankrd24	36	24	28	62	48	28	60	24	27	18	26	49	81	32	62	65
Ankrd26	141	163	107	658	545	233	199	213	370	463	366	191	331	617	655	778
Ankrd27	2574	2840	880	1481	1912	1347	2094	2123	2114	2209	1754	1883	2602	1367	1680	2481
Ankrd28	527	656	538	911	942	149	68	178	1065	871	780	309	544	707	968	1417
Ankrd29	11	16	12	8	13	6	0	8	28	38	37	2	29	24	0	2
Ankrd32	306	211	631	566	544	288	249	384	698	665	630	301	333	473	509	526
Ankrd33	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Ankrd33b	532	453	20	12	4	510	793	613	48	19	63	68	115	0	30	4
Ankrd34a	0	0	0	0	2	0	0	0	0	0	1	4	0	0	0	0
Ankrd34b	0	0	2	32	4	0	0	0	12	0	8	0	0	0	12	0
Ankrd34c	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Ankrd35	38	30	14	0	0	0	36	26	6	4	5	10	10	0	0	9
Ankrd36	0	0	1	0	0	0	0	0	0	1	0	0	0	2	3	0
Ankrd37	84	88	394	394	299	56	44	77	170	180	190	85	117	427	425	564
Ankrd39	367	382	501	489	439	365	356	350	439	599	415	397	456	462	582	729
Ankrd40	2234	2291	2206	2056	2556	1321	2091	1792	2398	2499	2002	1871	2846	1854	2702	3439
Ankrd42	4	4	10	0	0	0	0	8	0	2	0	22	46	0	0	0
Ankrd44	3231	3230	1471	2395	1941	1172	3255	2680	3062	2752	3370	1828	2358	1380	2180	3568
Ankrd45	0	0	0	0	0	5	0	0	0	4	12	0	0	0	0	0
Ankrd46	1323	1198	3347	1949	2343	1027	874	888	1948	1894	1526	1090	1614	2126	2653	3041
Ankrd49	658	678	580	744	575	528	423	666	547	668	535	549	670	674	759	884
Ankrd50	674	713	856	1902	2047	379	618	352	2478	745	736	379	909	1067	1797	3550
Ankrd52	106	126	87	128	112	27	108	114	170	130	120	126	184	81	110	119
Ankrd53	1	0	7	0	3	0	5	5	6	5	1	0	1	1	0	8
Ankrd54	1323	1366	3498	2830	2514	1021	1063	1081	1877	2337	1954	1343	1411	3214	3108	3333
Ankrd55	73	76	58	66	46	104	18	50	71	36	58	25	39	45	49	120
Ankrd6	191	263	97	747	798	61	0	8	362	49	26	226	410	306	592	1086
Ankrd60	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	2
Ankrd61	0	0	1	0	0	0	0	1	2	8	0	0	2	5	0	8
Ankrd63	2	4	0	0	0	0	0	0	1	0	0	0	4	0	0	0
Ankrd66	0	6	0	0	0	47	14	0	0	0	0	8	6	0	0	0
Ankrd7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6	0
Ankrd9	573	732	698	613	538	312	343	351	405	334	295	240	355	536	521	615
